GivenName,Surname,NationalID,MemberType (1-4),TelephoneNumber,AddressID
Alicia,Sandstrom,555948953,2,8312297024,1359
Sylvia,Hedrick,265593476,4,5616080400,3650
James,Durham,517316192,3,4068480483,1760
Melanie,Vitela,270408162,4,9373397533,3596
Gregg,Forest,75860346,3,2128615118,4637
Barbara,Crouse,507943025,3,4022586514,1841
David,Darling,230658198,3,7032953844,3882
Mary,Ogrady,417645121,3,3342481003,2618
Kristina,Connell,267668815,4,9548442516,3623
Michael,Buss,317827223,2,8123902787,3299
Chastity,Trotman,369164452,2,2487906660,2999
Leticia,Way,10201538,4,9785343524,4925
Enid,Reed,496649714,4,6369397242,1929
Ruth,Santiago,356424401,3,6182224810,3085
Mark,Goodman,551394962,4,8057582337,1406
Allen,Faison,604881981,4,3105435039,958
Angelita,Robbins,303027618,4,2192416689,3414
Brenda,Meyers,214597405,3,3016660028,4014
Jeremy,Waller,621688156,3,7074864694,803
Lori,Jones,696037652,4,5407271432,187
Diane,Rosado,695011100,4,7033137659,204
Rebecca,Knapp,283122451,2,3306152248,3520
Monica,Chun,682107642,3,8282872281,286
Jill,Goodyear,180328412,2,5706228005,4163
John,Swader,561268341,4,2139411906,1298
Michele,Scully,217272351,4,2409970687,3981
Randall,Blackburn,524290160,3,3036923945,1701
Emilio,Diaz,565302875,2,6194404681,1254
Ashley,Taylor,37546278,3,4013626022,4786
Frances,Daigle,77267446,4,5169465920,4632
Gail,Bates,508309215,2,4025497281,1837
Bart,Spain,533686820,2,3606641355,1587
Michael,Pierce,246607157,3,7042390387,3797
Jack,Nelson,164345052,3,2153410158,4232
Mary,Samsel,275070103,2,4197033812,3563
Tammie,Salas,214228200,2,3012987843,4021
Joshua,Bridges,74583653,2,9143479025,4643
Paul,Starr,21205251,4,7747661833,4864
Isaac,Aquilar,650247642,3,3033739423,533
Matthew,Yarbrough,538023953,3,4256796896,1536
Jason,Taylor,680326611,4,7757444932,317
Millie,Yarger,469264817,4,3206349711,2164
Carol,Rioux,219044782,3,4434956207,3960
Alfred,Remick,762010442,3,4234342695,118
Richard,Batts,398226591,2,4146435582,2775
Jackie,Hunt,650149945,2,3036999654,537
Sylvia,Carol,692014403,4,7574823900,222
Alicia,Watts,214113319,4,4107408542,4024
John,McCarthy,632509344,4,2817701148,705
Sarah,Orr,538066583,4,2533128310,1535
Yesenia,Taylor,574468384,4,9077806627,1159
James,Gruber,601772953,4,9282432129,991
Joseph,Mendoza,463584685,2,8173975308,2225
Robert,York,262080013,4,9043923477,3698
Nancy,Buckles,363625283,4,9063025587,3045
Billy,Wood,466057676,4,8176566163,2197
Janice,Harris,663098635,4,5045461191,446
Bart,Ferguson,554061325,3,5302861223,1374
Lisa,Lee,539720034,2,4252138789,1511
Leroy,Ambrosino,698014449,3,4345228941,180
Mark,Daniel,503569437,4,6054832763,1872
Connie,Good,385400061,3,7344535605,2873
Elizabeth,Terry,482664592,2,7129491263,2034
Marylou,Skidmore,361987432,4,7083426621,3063
Irene,Gillard,475421505,2,2184060619,2091
Sally,Roman,551948399,3,5592890064,1399
Debbie,Knight,421431060,2,3345155538,2579
Betty,Weaver,578125864,3,2026197589,1145
Dave,Pollock,502741594,2,7013332955,1885
Mathilde,Matos,288114893,3,4199355905,3498
Sandra,Brown,405236226,2,2706609130,2704
Bryan,Cline,478146372,4,5632859723,2068
Sharon,Holmes,148909739,2,9737666880,4318
Joseph,Meyer,670300022,3,4789839915,395
Julia,Wiley,509467736,3,6209106911,1819
Lois,Haynes,424105385,4,2054557073,2558
Teresa,Polster,297046452,3,3309656798,3451
Ramon,Hinkle,591435176,2,4074544394,1078
Lee,Elliott,338929176,4,6184784119,3179
Laurel,Ritter,36645415,4,4016969895,4789
Dennis,Erdmann,417269075,3,3343685846,2624
George,Tang,680321416,4,7025531185,318
Christian,Harrington,393093507,3,4144100123,2815
Anna,Glover,374057495,3,9899284071,2969
Ramon,Wilson,425973320,2,6624784993,2538
Esther,Freeman,240079009,2,9195304230,3834
Michael,Lewis,93824826,4,3474134397,4571
William,Fernandes,643882125,4,6824336248,591
Guy,Rucker,265690902,3,2398418130,3648
Marilyn,Hutchins,522323343,3,7194684314,1717
Laurel,Macy,139603217,2,7323326373,4381
Grace,Rudolph,342186981,4,2243459386,3166
Bobby,Zinn,766348693,2,7864252767,76
Randal,McAlister,554489721,2,9513771110,1369
Sharon,Galindo,23620013,2,5089494638,4852
Ladonna,Robinson,242039738,3,8283769291,3818
Rose,Wilkerson,620821818,2,8056795582,813
Paula,Wayne,310162449,4,3179404152,3370
Amy,Hawley,468079177,4,6128453101,2182
Jennie,Williams,761018434,2,8655561040,119
Raul,Causey,756017757,3,7316868389,154
Sonja,Span,600012025,3,6023640543,1021
George,Washington,308280803,2,7652165743,3382
Charles,Farber,105704085,3,6462752809,4524
William,Arnold,551854471,4,6267585639,1400
Ethan,Gonzalez,122034842,4,6312874363,4453
John,Brooks,618065418,4,6503763353,848
Ramon,Massa,553599177,3,6505322630,1381
Theodore,Dominguez,364646426,3,9897746440,3039
Charles,Reilly,317609810,3,7658251596,3301
Frank,Davis,564638489,2,8052865048,1264
Everett,Noble,212907588,3,3018724784,4040
Pedro,Davis,533708532,4,2537529796,1585
Rita,Bergmann,557216166,3,7142507482,1339
Patrick,Lowry,107449453,3,6466707307,4515
Tiffany,Slay,540722641,3,5418159894,1499
Edith,Collins,59164179,4,3157714941,4693
John,Lentz,435048711,3,3186309606,2459
Eli,King,619350298,4,9097484102,834
Mary,Connelly,157401934,4,2013379555,4271
Peter,McKee,685018200,2,7046024352,272
Teresa,Sanchez,591398283,2,9045297471,1080
Carl,Wynn,40587475,2,2035162087,4770
Clayton,Sandoval,671186369,2,4042777889,386
Gail,Abbott,572883239,2,9256269394,1186
Glenn,Wright,200764676,4,7243318247,4099
Brandon,Richards,29462979,2,7818613318,4825
Gerald,Rice,228689000,2,7574822558,3898
Cesar,Mysliwiec,771304751,4,8632441239,19
Kyle,Houston,609355415,4,7144009381,923
Joseph,Crouse,526728992,4,9288650022,1678
Gordon,Merrill,310488755,2,3175375666,3366
John,Hong,557410794,3,2137091887,1336
David,Ernst,680585436,3,7023677648,308
Bennie,Smiley,451422220,4,9567336744,2344
Christina,Whittaker,365583445,2,5175122263,3027
Veronica,Lawson,428471332,3,6017884196,2504
Nicholas,Brown,253815539,3,4787426341,3754
Yvette,Bloom,637502131,2,9405244484,654
Spencer,Busse,465538990,4,8326364494,2204
Charla,Messick,559734752,2,4087272495,1316
Sarah,Carnahan,548126087,2,5107195507,1432
Jody,Cervantes,438941495,4,3189274181,2444
Lloyd,Marshall,768304395,3,9549928832,49
James,Camp,504124285,3,6053839143,1869
Twila,Chretien,256420466,4,6786986025,3737
Todd,Lynch,452674666,3,2149050118,2335
Muriel,Romano,429876130,3,5019593107,2492
Charles,Wade,398090501,2,4149215553,2778
Sandra,Suarez,287124351,4,5133443303,3505
Ida,Dutton,401109666,2,2708932724,2753
Steven,Magana,528819920,4,8017157999,1654
Dee,Bell,411314230,3,4237803627,2661
Dan,Ray,79868573,4,9146103129,4625
Leonardo,Wagner,511649866,3,3165732053,1804
Eddie,Graham,477114926,2,6513170083,2074
Tracy,Guzman,573913029,4,7603170369,1172
Joseph,Bruner,230117611,3,4349499337,3886
Fred,Shaw,270502273,3,2164564972,3595
Wilma,Johnson,591652887,4,3863236437,1074
Heather,Yeager,289365080,3,3306261661,3488
Joel,Vangorder,264064718,2,7275809103,3669
Lori,Sullivan,574581738,3,9072670742,1158
Cora,Hughes,535583436,4,2533690950,1564
Marvin,Fowler,430877222,4,8706248981,2485
Charles,Martinez,601125994,4,6028818846,1002
Vincenza,Cornwell,541364678,2,5038786338,1490
Albert,Core,679108086,4,5016943899,328
Kimberly,Osborn,1468767,2,6037785619,5000
Leonard,Smith,83660398,2,7189994610,4614
Carrie,Gregorio,629867712,3,9037574017,740
Ashley,Nilsen,771207973,2,5617931929,21
Larry,Schaeffer,470425735,2,6515552481,2150
Lawrence,Cates,418072658,4,2564849627,2614
Herbert,Hoffman,613883213,2,4089986025,885
Teri,Grey,672098009,4,7706708396,381
Bobbie,Patrick,638648426,2,2106234028,646
Helga,Willis,696015158,2,7039551047,190
Marisa,Parker,40921427,4,8605588455,4767
Rosemary,Buckley,629100042,4,9036953143,747
Olivia,Willard,561564072,3,9165956839,1294
Daniel,Bailey,466988397,4,2143176888,2190
Toni,Young,41049732,2,8608860110,4765
Susan,Dahl,497369965,3,5734830314,1921
Marta,Whelan,262462695,2,2392487336,3691
Peggy,McDonald,600531971,3,6022464709,1013
John,Garrison,265964696,2,3056662719,3645
Lawrence,Turner,313040351,3,8123593382,3337
James,Shand,534686862,4,2532841204,1571
Duane,Gratton,481469060,4,5156996046,2045
John,Wagnon,645701132,3,2816996563,570
Gregory,Swinney,650126349,2,3034197229,539
Dana,Garrison,656228160,3,8034077143,479
Ralph,Smith,585296515,3,5058756720,1127
Duane,Burchfield,362803316,2,6167433551,3053
Leah,Carson,135500752,4,9738714814,4406
Christopher,Million,296032299,2,3308058540,3459
Anthony,Mitchell,115105623,2,9176920436,4484
Heather,Hamilton,672072046,3,7062087577,382
Isaac,Cortez,423980578,2,3346176200,2560
Rachel,Lewis,14261504,4,5083561747,4903
Darwin,Jeffrey,263615078,3,3527832345,3674
Mitchell,Vargas,273685981,4,2169047824,3570
Teddy,Westlund,220724164,4,4433683163,3943
Cynthia,Jones,683092787,2,8282443747,281
Joseph,Campbell,435352729,2,3376679968,2455
Ana,Kern,541100972,2,5037385097,1495
Emmett,Chung,41649597,4,2034368988,4763
Dennis,Brown,403161578,2,6062316749,2732
Jessica,Staton,14070068,3,6174469069,4904
Maria,Walter,22010232,3,6173580946,4862
Michelle,Lacy,180728480,2,6104485450,4160
Tim,Trent,628093005,4,3252121625,759
Joe,Dodge,508457042,2,3089306726,1832
Gerald,Gaines,562141033,3,8184830461,1289
Douglas,Kilburn,562229437,2,9495802157,1288
Philip,McGill,532234692,3,2534589667,1607
Joel,Adams,215789628,2,2406751291,3999
Donna,Schmidt,378560698,4,6164531372,2940
Marilyn,Joseph,390201070,3,2623889687,2841
Joann,Hutsell,388965248,2,2628591484,2854
Thomas,Keeler,690094492,2,8283816454,233
Richard,Sellers,9076445,3,8023340898,4938
Douglas,Smith,282422954,3,6147335719,3523
Sharon,Sims,546380896,4,4156447141,1447
Dale,Phillips,592798196,3,4077418594,1063
Jennifer,Bagwell,636902798,4,5126498841,661
Maria,Scott,89074627,3,9148619311,4587
Cecile,Gallagher,30743996,4,5082221716,4817
Dorothy,Whitson,524988864,4,3036101412,1694
Luis,Scherer,311740890,4,3178431381,3354
Donald,Colman,606580870,3,9492418728,945
Gary,Cordle,657160140,3,8033323090,477
Carl,Clark,613048072,3,9252839418,894
Phyllis,Schwartz,291982328,3,9375710254,3471
James,Rich,18806795,4,6174291750,4871
Kerry,Yap,74220740,2,8452644839,4645
Alexander,Stone,446628720,2,5803860666,2392
Jeanne,Lassiter,654103733,4,8643699813,495
Mary,Moore,460355147,2,5126717984,2257
Nelson,Erwin,468421921,4,6127402864,2172
Teresa,Hayden,473010891,4,6512120332,2124
Deanna,Torres,256756055,2,7708528478,3734
Miriam,Levesque,516277502,4,4069886858,1771
Courtney,Taylor,764384082,2,6027230431,101
Mary,Perry,168444746,4,2158290448,4213
Grace,Carr,395728374,4,6088557172,2789
Robert,Taylor,646405902,2,4352779833,564
Larry,Cole,52094685,4,6312409581,4715
Randolph,Ramos,291923773,4,9374703622,3473
Gabriel,Cranford,22263587,2,7812687784,4859
Sarah,Anderson,607276155,2,7072045817,938
Lindsey,Markham,642400693,3,2544707160,614
Joyce,Haynes,315221179,4,3175961815,3318
Barbara,Watts,229593612,2,5409044596,3890
Florence,Turner,79784880,3,2123052660,4627
Monica,Smith,487047946,2,8168448684,2005
Sarah,Ventura,534948088,3,5099518883,1570
Brenda,Manning,105647408,3,2125500919,4525
Taylor,Shannon,368663302,4,2484533567,3003
Eugene,Dickinson,525066968,2,5056607702,1693
Sandra,Gallardo,413137769,3,4233957964,2655
Benjamin,Alvarez,483848458,2,5635065359,2024
Patricia,Berryman,473467400,3,6519084515,2116
Rebecca,Bullock,435071508,4,3378937564,2457
Oscar,Cuevas,385461559,4,2694695927,2870
Irvin,Rosario,328545343,3,2173834335,3241
Terri,Peace,38072048,3,4016400757,4784
Arnold,Killian,491032315,2,5737921232,1976
Cynthia,Jones,573243929,3,2094566210,1183
Yvonne,Schmidt,228224268,2,7038700160,3903
Sylvester,Soto,594255296,4,3059147154,1044
Kevin,Beattie,436897011,2,3189329256,2452
Angela,Frazier,264577784,3,8505789489,3661
Jose,Erickson,244111445,4,9192311635,3809
John,Anderson,388921102,2,4143831014,2855
Natalie,Sanders,604122516,2,5592798546,967
Gilbert,Goetz,295744670,2,9373293987,3461
Kevin,Turberville,134928137,4,6313863899,4412
Cynthia,Tunnell,632406269,3,5123918598,708
Carolyn,Hewitt,614179427,3,9256261932,880
Jonathan,Lim,443664059,3,5807305339,2413
Elaine,Clark,609567926,3,6507267049,920
Marilyn,Minner,603147186,2,8315959091,978
Robert,Matteson,670246370,3,2299496748,396
William,Henderson,468182938,3,6123950856,2177
Mary,Blackwell,218013042,4,2403507886,3973
Veronica,Marchant,613231785,4,7142429196,892
Adam,Johnson,625230369,3,4089343068,786
Frances,Alejo,509984585,3,9136758657,1816
Zachary,Mart,163609339,3,4848516112,4234
Monique,Stacy,254293883,3,7707643069,3749
Francis,Williams,312922160,3,8123306504,3340
Jessica,McWhorter,288281267,3,7406330206,3497
John,Weiss,241842451,2,8284269699,3820
Bruce,Dulaney,5863402,3,2077677350,4965
James,Matthews,589228989,2,3055214071,1109
Angela,Taylor,206624308,2,5705014251,4077
Ashley,McDonald,680485616,2,7754992688,311
Gloria,Lord,314662267,4,3174064661,3323
Angel,Henderson,604533248,2,7146102446,961
Howard,Hart,440037903,4,5803530080,2435
Dorothy,Chisolm,676050064,4,8707878167,354
Kenneth,Calder,592026972,3,5618189233,1071
Catalina,Goodrich,469841141,4,2182060441,2155
Kristy,Boyd,10903770,2,5083263341,4924
Darrell,Houser,317362974,3,8126942908,3304
Michael,Henderson,13050822,4,5087905866,4910
Paul,Schreiner,672016315,3,4043799239,384
Marvin,Brass,654205691,2,8642349176,494
Eleanor,Lee,685072528,4,9102531346,266
Francis,Lloyd,389688640,4,9208381221,2845
Larry,Solt,479019079,2,5634361579,2061
Samuel,Rankins,687076852,3,3363973042,254
Elena,Hopkins,210429915,3,2155661963,4057
Joyce,Schwartz,410633195,2,4233468649,2667
Carmella,Peterson,278623485,4,4193801816,3545
Manuel,Vasquez,560247685,2,8317266151,1313
Jerry,Cobb,236662881,4,3046368057,3852
Jerry,Henley,220960120,4,4106355173,3942
Robert,Summers,84485800,2,9176915660,4611
Richard,Larson,291200787,2,6142895985,3478
Willard,Lasley,258612867,3,7707665279,3722
Ruben,Crews,758014451,2,8652135719,143
Lynn,Bucher,766501089,3,8504262232,71
Robert,Logan,489215814,3,4178469748,1987
Mary,Morgan,138764797,2,9737737019,4384
Lillie,Contreras,217345556,3,3014710960,3979
Scott,Landry,416388868,2,2565130673,2633
Melody,Desroches,647226437,3,4356914102,560
James,Hamilton,213500296,2,4434058316,4029
James,Beliveau,687010780,4,2525743128,258
John,Frith,642944676,4,3256252133,608
Craig,Robbins,136384649,3,9083276317,4402
Chantell,Flemings,195683774,3,7178912884,4120
Bonnie,Shaw,218314106,3,4107514360,3970
Benny,Strub,263552571,2,9046194670,3676
David,Buchanan,764244757,4,4804463870,103
Robyn,White,501942951,4,7012764536,1893
William,Heck,24683426,4,7812056615,4847
Tammy,Godwin,521576545,2,7202440823,1722
David,Duffy,28520863,4,9785770339,4834
Don,Small,503384449,3,6059250544,1873
Dawn,Livingston,464891034,4,2545807505,2210
Lee,Gagne,357079064,3,3125547291,3082
Charles,Wetmore,78640904,2,3155949829,4630
Millicent,Lewis,273504625,3,6146419891,3571
Anne,Wilson,572328983,4,9092269142,1191
Barry,Houghton,618868404,2,9513462464,841
Charlie,Bruns,539307716,3,4255513740,1518
Kathryn,Pitts,130186095,3,7183522717,4432
Dean,Weatherby,759015961,4,8653657619,133
Anthony,Reese,72340110,4,7188171928,4653
Peggy,Moore,483072413,4,5159555282,2033
Robert,Henley,574423664,4,9076293513,1160
Marion,Wiseman,448465800,3,5809303107,2375
Carol,Paige,216111463,3,4109175218,3994
Douglas,Rawson,759015358,2,4232416673,135
Susan,Flynn,350227004,4,7083831255,3128
Kathleen,Tidwell,398154351,2,2623890896,2776
James,Graham,383344620,3,3133914838,2893
Mark,Turgeon,217762665,4,3013858382,3976
Richard,Nguyen,298543292,3,7402975100,3435
Cecil,Martin,516110272,4,4062735767,1773
David,Sloan,208165286,3,7178404952,4067
Scott,Croll,670103570,2,7066838247,401
Robert,Sapp,131867575,2,7183212308,4425
Monique,Church,318325364,4,7087495940,3294
Richard,Wright,174441325,3,8144345476,4189
Katie,Handy,447982425,3,9184206870,2382
Brian,Schnabel,448241530,2,5808775042,2378
Patrick,Mack,667122427,4,4042208805,431
Charles,Larabee,299967016,3,4402343061,3428
Catherine,Johns,134728700,3,3472513233,4414
John,Woo,134700658,3,7189051722,4415
Joseph,Blain,647762678,3,8018436940,553
David,Rudd,393158038,4,7157737166,2814
Joe,Maynard,159389134,3,2674681867,4252
Joseph,Do,604369330,3,9253213417,965
Nancy,Willis,609222860,2,8317282826,925
Joan,Hice,444203001,3,5802170754,2407
Nelson,Robertson,427132947,2,6627562547,2523
Deirdre,Moore,214120038,2,3016846538,4023
John,Turner,671163291,2,2295337386,388
Nora,Hartsell,529354618,2,8018288327,1649
Charles,Blackford,770382801,4,7868710246,26
Susanne,Butts,600217991,3,9287810248,1019
Shari,Howard,429367833,4,8703683905,2495
Suzanne,Russell,282484516,4,3304740905,3522
Lisa,Escobar,527634946,4,5208256239,1669
Angelica,Vigue,142708469,2,8564550832,4355
Gregg,Lyle,13584440,2,4133871292,4906
Scott,Woodmansee,279846435,2,4196032778,3537
Franklin,Forrest,543884664,3,5417418805,1465
Marshall,Burnett,543263843,3,5033385833,1469
Verna,Cummins,48968921,4,2037906576,4726
Martin,Newman,164427602,4,2672078940,4231
Quinton,Bennett,146960137,2,9086822318,4337
Carmen,Jefferson,259655787,4,4043933041,3716
Bryan,Hailey,623278397,2,7076160408,798
Katherine,Williams,380285036,2,2692127792,2925
Molly,Hamilton,56286694,2,9173582313,4705
Carol,Slate,564529181,2,9258589422,1267
Emily,Gomez,255156516,3,9125106457,3747
Joan,Hoffman,424787868,2,2519281611,2550
David,Lyons,409374596,3,6152420153,2672
Phyllis,Cloutier,421417929,3,2567324560,2581
Roosevelt,Valencia,394349198,4,7154022152,2806
Linda,Lavine,483566401,3,5634208023,2026
Mike,Brown,27648216,2,4137789017,4835
Susan,West,202365305,4,8146742958,4094
Andrew,Stanton,59821949,2,9174338666,4691
Walter,Jagger,279012133,2,4406798026,3543
Cynthia,West,763018999,4,6157858718,109
Barbara,Lott,527894189,4,9283350614,1666
Virgina,Baade,382115794,4,6165189452,2908
Kevin,Hilburn,771260768,2,3053826675,20
Carl,Hauk,626113653,4,6503614302,777
Timothy,Rosales,297032889,2,4408879179,3452
Anita,Jenkins,532593681,3,5095602049,1602
Lewis,Hannah,651160116,2,7193884732,527
Lou,Shriver,531386101,2,4252663184,1613
Delia,Jones,555953837,4,6506972395,1358
Opal,Young,679075927,3,5014496894,335
Michael,Hughes,420275262,4,2057131318,2591
Diana,Welch,12057190,2,9782476963,4919
Robbie,Dray,505376020,2,3087643125,1860
Marie,Cooper,451572027,2,4696935247,2341
Tayna,Blair,222403693,3,3022248498,3930
Leo,Mayer,455736504,4,2815920991,2302
Myriam,Dickerson,459889902,3,3254371765,2264
John,Patton,12307111,2,9786300583,4917
Renee,Stokely,642123398,3,8304635026,616
Georgia,Costin,772076957,2,3056527994,8
Merlin,Durham,654220480,2,8033649930,493
Alyssa,Green,493233624,3,3146283512,1954
Betty,Lawrence,463434716,3,9567971999,2226
Christine,Newby,450962823,4,3616488063,2347
Andrew,Alvarez,619236819,4,8052077222,839
Shannon,Cheatham,552884410,4,2135911332,1388
Craig,Stiner,313282669,3,3178663503,3336
John,Render,173323561,4,4842307334,4194
William,Machuca,593715018,3,9042202516,1051
Lawrence,Damico,459979876,4,2818937383,2262
Ralph,Ramey,644164613,4,2819644170,587
Debra,Benham,64289773,3,7182370422,4676
Linda,Mitchell,692014757,4,8042468660,221
Judy,Schoenfeld,25076783,4,9783318375,4846
Wai,Wester,429978453,4,8706452463,2491
Florence,Willis,563427452,2,4085125093,1277
Samuel,Norton,535132930,4,2536049838,1567
Nina,West,496981616,2,5737352450,1926
Justin,Henderson,488623490,3,3146994184,1992
Kevin,Asencio,235926320,4,3048184480,3856
Carlene,Fannin,415763724,2,6156880044,2638
James,Wallace,454586910,2,8066543394,2317
Kathy,Pickering,182344774,3,5709265149,4156
Anton,Meyers,353240468,3,7732563546,3110
Thomas,Williams,82561831,4,7183810100,4618
Joshua,Almond,269054841,2,7402101065,3608
Sarah,Oconner,573843558,2,3234724849,1175
Beverly,Long,587897698,3,2289335481,1114
Erica,Williams,101221825,2,6462378800,4545
Margaret,Ferguson,61844988,4,3158830496,4685
Lee,Cook,362382580,2,7348251302,3057
Richard,Drew,542278802,3,5413919677,1480
Mark,Capo,529957723,3,4356225791,1639
Ronald,Quintero,379823602,4,2694647329,2929
Valerie,Valverde,533741196,2,5092755849,1584
Kenneth,Koehn,670304547,3,7063492238,393
Kristie,Viviano,560236478,3,9253557509,1314
Jarrod,Seals,470205437,2,5072487785,2152
Dustin,Murphy,300703978,2,5136388012,3424
Gale,Noel,252899402,4,4042612855,3759
John,Allen,546540937,2,5109728840,1445
